ID,Measure,Income ,Time,Time_type,Ethnicity,Ethnicity_type,Geography,Value,Value_type,Denominator
180_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2010,Three-year average,White,ONS 5+2,K02000001,3,%,61420
181_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2010,Three-year average,White British,ONS 5+2,K02000001,3,%,58941
182_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,400 or more, but less than GBP 1,600",2010,Three-year average,White other,ONS 5+2,K02000001,4,%,2479
183_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,All,ONS 5+2,K02000001,2,%,66320
184_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,Asian other,ONS 5+2,K02000001,1,%,396
185_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,Asian,ONS 5+2,K02000001,2,%,2454
186_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,Bangladeshi,ONS 5+2,K02000001,-,%,228
187_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,Black,ONS 5+2,K02000001,1,%,1355
188_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,Chinese,ONS 5+2,K02000001,2,%,213
189_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,Indian,ONS 5+2,K02000001,3,%,1047
190_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,Mixed,ONS 5+2,K02000001,1,%,491
191_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,Other,ONS 5+2,K02000001,2,%,600
192_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,Pakistani,ONS 5+2,K02000001,1,%,570
193_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,White,ONS 5+2,K02000001,2,%,61420
194_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,White British,ONS 5+2,K02000001,2,%,58941
195_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,600 or more, but less than GBP 1,800",2010,Three-year average,White other,ONS 5+2,K02000001,3,%,2479
196_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,All,ONS 5+2,K02000001,1,%,66320
197_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,Asian other,ONS 5+2,K02000001,1,%,396
198_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,Asian,ONS 5+2,K02000001,2,%,2454
199_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,Bangladeshi,ONS 5+2,K02000001,-,%,228
200_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,Black,ONS 5+2,K02000001,1,%,1355
201_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,Chinese,ONS 5+2,K02000001,2,%,213
202_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,Indian,ONS 5+2,K02000001,3,%,1047
203_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,Mixed,ONS 5+2,K02000001,2,%,491
204_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,Other,ONS 5+2,K02000001,1,%,600
205_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,Pakistani,ONS 5+2,K02000001,-,%,570
206_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,White,ONS 5+2,K02000001,1,%,61420
207_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,White British,ONS 5+2,K02000001,1,%,58941
208_household,Average weekly household income by ethnic group of the head of the household,"GBP 1,800 or more, but less than GBP 2,000",2010,Three-year average,White other,ONS 5+2,K02000001,2,%,2479
209_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,All,ONS 5+2,K02000001,4,%,66320
210_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,Asian other,ONS 5+2,K02000001,5,%,396
211_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,Asian,ONS 5+2,K02000001,5,%,2454
212_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,Bangladeshi,ONS 5+2,K02000001,-,%,228
213_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,Black,ONS 5+2,K02000001,3,%,1355
214_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,Chinese,ONS 5+2,K02000001,4,%,213
215_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,Indian,ONS 5+2,K02000001,8,%,1047
216_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,Mixed,ONS 5+2,K02000001,3,%,491
217_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,Other,ONS 5+2,K02000001,4,%,600
218_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,Pakistani,ONS 5+2,K02000001,4,%,570
219_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,White,ONS 5+2,K02000001,4,%,61420
220_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,White British,ONS 5+2,K02000001,4,%,58941
221_household,Average weekly household income by ethnic group of the head of the household,"GBP 2,000 or more",2010,Three-year average,White other,ONS 5+2,K02000001,7,%,2479
222_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,All,ONS 5+2,K02000001,26,%,66320
223_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,Asian other,ONS 5+2,K02000001,20,%,396
224_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,Asian,ONS 5+2,K02000001,20,%,2454
225_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,Bangladeshi,ONS 5+2,K02000001,25,%,228
226_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,Black,ONS 5+2,K02000001,30,%,1355
227_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,Chinese,ONS 5+2,K02000001,18,%,213
228_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,Indian,ONS 5+2,K02000001,16,%,1047
229_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,Mixed,ONS 5+2,K02000001,27,%,491
230_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,Other,ONS 5+2,K02000001,23,%,600
231_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,Pakistani,ONS 5+2,K02000001,25,%,570
232_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,White,ONS 5+2,K02000001,26,%,61420
233_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,White British,ONS 5+2,K02000001,26,%,58941
234_household,Average weekly household income by ethnic group of the head of the household,"GBP 200 or more, but less than GBP 400",2010,Three-year average,White other,ONS 5+2,K02000001,21,%,2479
235_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2010,Three-year average,All,ONS 5+2,K02000001,19,%,66320
236_household,Average weekly household income by ethnic group of the head of the household,"GBP 400 or more, but less than GBP 600",2010,Three-year average,Asian other,ONS 5+2,K02000001,17,%,396
